utc,endpoint,head,occupancyCall
2026-08-19T21:44:46.371Z,CoinbasePub,45703799,127
2026-08-19T21:45:46.026Z,QuickNodeEP1,45703828,127
2026-08-19T21:45:46.026Z,CoinbasePub,45703829,127
2026-08-19T21:46:46.101Z,QuickNodeEP1,45703858,127
2026-08-19T21:46:46.101Z,CoinbasePub,45703859,127
2026-08-19T21:47:46.858Z,QuickNodeEP1,45703888,127
2026-08-19T21:47:46.858Z,CoinbasePub,45703889,127
2026-08-19T21:48:46.492Z,QuickNodeEP1,45703918,127
2026-08-19T21:48:46.492Z,CoinbasePub,45703919,127
2026-08-19T21:49:46.172Z,QuickNodeEP1,45703948,127
2026-08-19T21:49:46.172Z,CoinbasePub,45703949,127
2026-08-19T21:50:46.110Z,QuickNodeEP1,45703978,127
2026-08-19T21:50:46.110Z,CoinbasePub,45703979,127
2026-08-19T21:51:46.113Z,QuickNodeEP1,45704008,127
2026-08-19T21:51:46.113Z,CoinbasePub,45704009,127
2026-08-19T21:52:46.222Z,QuickNodeEP1,45704038,127
2026-08-19T21:52:46.222Z,CoinbasePub,45704039,127
2026-08-19T21:53:46.235Z,QuickNodeEP1,45704068,127
2026-08-19T21:53:46.235Z,CoinbasePub,45704069,127
2026-08-19T21:54:46.755Z,QuickNodeEP1,45704098,127
2026-08-19T21:54:46.755Z,CoinbasePub,45704099,127
2026-08-19T21:55:46.694Z,QuickNodeEP1,45704128,127
2026-08-19T21:55:46.694Z,CoinbasePub,45704129,127
2026-08-19T21:56:46.705Z,QuickNodeEP1,45704158,127
2026-08-19T21:56:46.705Z,CoinbasePub,45704159,127
2026-08-19T21:57:46.248Z,QuickNodeEP1,45704188,127
2026-08-19T21:57:46.248Z,CoinbasePub,45704189,127
2026-08-19T21:58:46.187Z,QuickNodeEP1,45704218,127
2026-08-19T21:58:46.187Z,CoinbasePub,45704219,127
2026-08-19T21:59:46.788Z,QuickNodeEP1,45704249,127
2026-08-19T21:59:46.788Z,CoinbasePub,45704249,127
2026-08-19T22:00:46.654Z,QuickNodeEP1,45704279,127
2026-08-19T22:00:46.654Z,CoinbasePub,45704279,127
2026-08-19T22:01:46.181Z,QuickNodeEP1,45704308,127
2026-08-19T22:01:46.181Z,CoinbasePub,45704309,127
2026-08-19T22:02:46.213Z,QuickNodeEP1,45704338,127
2026-08-19T22:02:46.213Z,CoinbasePub,45704339,127
2026-08-19T22:03:46.522Z,QuickNodeEP1,45704369,127
2026-08-19T22:03:46.522Z,CoinbasePub,45704369,127
2026-08-19T22:04:46.258Z,QuickNodeEP1,45704398,127
2026-08-19T22:04:46.258Z,CoinbasePub,45704399,127
2026-08-19T22:05:46.820Z,QuickNodeEP1,45704429,127
2026-08-19T22:05:46.820Z,CoinbasePub,45704429,127
2026-08-19T22:06:46.718Z,QuickNodeEP1,45704459,127
2026-08-19T22:06:46.718Z,CoinbasePub,45704459,127
2026-08-19T22:07:46.319Z,QuickNodeEP1,45704488,127
2026-08-19T22:07:46.319Z,CoinbasePub,45704489,127
2026-08-19T22:08:46.411Z,QuickNodeEP1,45704518,127
2026-08-19T22:08:46.411Z,CoinbasePub,45704519,127
2026-08-19T22:09:46.242Z,QuickNodeEP1,45704548,127
2026-08-19T22:09:46.242Z,CoinbasePub,45704549,127
2026-08-19T22:10:46.858Z,QuickNodeEP1,45704579,127
2026-08-19T22:10:46.858Z,CoinbasePub,45704579,127
2026-08-19T22:11:46.579Z,QuickNodeEP1,45704609,127
2026-08-19T22:11:46.579Z,CoinbasePub,45704609,127
2026-08-19T22:12:46.328Z,QuickNodeEP1,45704638,127
2026-08-19T22:12:46.328Z,CoinbasePub,45704639,127
2026-08-19T22:13:46.880Z,QuickNodeEP1,45704669,127
2026-08-19T22:13:46.880Z,CoinbasePub,45704669,127
2026-08-19T22:14:46.635Z,QuickNodeEP1,45704699,127
2026-08-19T22:14:46.635Z,CoinbasePub,45704699,127
2026-08-19T22:15:46.311Z,QuickNodeEP1,45704728,127
2026-08-19T22:15:46.311Z,CoinbasePub,45704729,127
2026-08-19T22:16:46.370Z,QuickNodeEP1,45704758,127
2026-08-19T22:16:46.370Z,CoinbasePub,45704759,127
2026-08-19T22:17:46.666Z,QuickNodeEP1,45704788,127
2026-08-19T22:17:46.666Z,CoinbasePub,45704789,127
2026-08-19T22:18:46.889Z,QuickNodeEP1,45704819,127
2026-08-19T22:18:46.889Z,CoinbasePub,45704819,127
2026-08-19T22:19:46.318Z,QuickNodeEP1,45704848,127
2026-08-19T22:19:46.318Z,CoinbasePub,45704849,127
2026-08-19T22:20:46.922Z,QuickNodeEP1,45704879,127
2026-08-19T22:20:46.922Z,CoinbasePub,45704879,127
2026-08-19T22:21:46.720Z,QuickNodeEP1,45704909,127
2026-08-19T22:21:46.720Z,CoinbasePub,45704909,127
2026-08-19T22:22:46.328Z,QuickNodeEP1,45704938,127
2026-08-19T22:22:46.328Z,CoinbasePub,45704939,127
2026-08-19T22:23:46.903Z,QuickNodeEP1,45704969,127
2026-08-19T22:23:46.903Z,CoinbasePub,45704969,127
2026-08-19T22:24:47.051Z,QuickNodeEP1,45704999,127
2026-08-19T22:24:47.051Z,CoinbasePub,45704999,127
2026-08-19T22:25:46.865Z,QuickNodeEP1,45705029,127
2026-08-19T22:25:46.865Z,CoinbasePub,45705029,127
2026-08-19T22:26:46.397Z,QuickNodeEP1,45705059,127
2026-08-19T22:26:46.397Z,CoinbasePub,45705059,127
2026-08-19T22:27:46.413Z,QuickNodeEP1,45705088,127
2026-08-19T22:27:46.413Z,CoinbasePub,45705089,127
2026-08-19T22:28:46.381Z,QuickNodeEP1,45705118,127
2026-08-19T22:28:46.381Z,CoinbasePub,45705119,127
2026-08-19T22:29:47.000Z,QuickNodeEP1,45705149,127
2026-08-19T22:29:47.000Z,CoinbasePub,45705149,127
2026-08-19T22:30:47.033Z,QuickNodeEP1,45705179,127
2026-08-19T22:30:47.033Z,CoinbasePub,45705179,127
2026-08-19T22:31:47.049Z,QuickNodeEP1,45705209,127
2026-08-19T22:31:47.049Z,CoinbasePub,45705209,127
2026-08-19T22:32:46.908Z,QuickNodeEP1,45705239,127
2026-08-19T22:32:46.908Z,CoinbasePub,45705239,127
2026-08-19T22:33:47.029Z,QuickNodeEP1,45705269,127
2026-08-19T22:33:47.029Z,CoinbasePub,45705269,127
2026-08-19T22:34:46.821Z,QuickNodeEP1,45705299,127
2026-08-19T22:34:46.821Z,CoinbasePub,45705299,127
2026-08-19T22:35:46.482Z,QuickNodeEP1,45705329,127
2026-08-19T22:35:46.482Z,CoinbasePub,45705329,127
2026-08-19T22:36:47.022Z,QuickNodeEP1,45705359,127
2026-08-19T22:36:47.022Z,CoinbasePub,45705359,127
2026-08-21T15:06:32.699Z,QuickNodeEP1,45778252,127
2026-08-21T15:06:32.699Z,CoinbasePub,45778252,127
2026-08-21T15:07:34.019Z,QuickNodeEP1,45778282,127
2026-08-21T15:07:34.019Z,CoinbasePub,45778283,127
2026-08-21T15:08:33.539Z,QuickNodeEP1,45778312,127
2026-08-21T15:08:33.539Z,CoinbasePub,45778312,127
2026-08-21T15:09:34.107Z,QuickNodeEP1,45778342,127
2026-08-21T15:09:34.107Z,CoinbasePub,45778343,127
2026-08-21T15:10:34.064Z,QuickNodeEP1,45778372,127
2026-08-21T15:10:34.064Z,CoinbasePub,45778373,127
2026-08-21T21:31:39.984Z,QuickNodeEP1,45789805,HTTP 503
2026-08-21T21:31:39.984Z,CoinbasePub,45789806,HTTP 503
2026-08-21T21:32:40.793Z,QuickNodeEP1,45789836,127
2026-08-21T21:32:40.793Z,CoinbasePub,45789836,HTTP 503
2026-08-21T21:33:40.829Z,QuickNodeEP1,45789866,127
2026-08-21T21:33:40.829Z,CoinbasePub,45789866,HTTP 503
2026-08-21T21:34:40.983Z,QuickNodeEP1,45789896,127
2026-08-21T21:34:40.983Z,CoinbasePub,45789896,HTTP 503
2026-08-21T21:35:41.338Z,QuickNodeEP1,45789926,127
2026-08-21T21:35:41.338Z,CoinbasePub,45789926,127
2026-08-21T21:36:40.909Z,QuickNodeEP1,45789956,127
2026-08-21T21:36:40.909Z,CoinbasePub,45789956,127
2026-08-21T21:37:40.910Z,QuickNodeEP1,45789986,127
2026-08-21T21:37:40.910Z,CoinbasePub,45789986,127
2026-08-21T21:38:40.885Z,QuickNodeEP1,45790016,127
2026-08-21T21:38:40.885Z,CoinbasePub,45790016,127
2026-08-21T21:39:41.447Z,QuickNodeEP1,45790046,127
2026-08-21T21:39:41.447Z,CoinbasePub,45790046,127
2026-08-21T21:40:41.310Z,QuickNodeEP1,45790076,127
2026-08-21T21:40:41.310Z,CoinbasePub,45790076,HTTP 503
2026-08-21T21:41:40.991Z,QuickNodeEP1,45790106,127
2026-08-21T21:41:40.991Z,CoinbasePub,45790106,HTTP 503
2026-08-21T21:42:41.007Z,QuickNodeEP1,45790136,127
2026-08-21T21:42:41.007Z,CoinbasePub,45790136,HTTP 503
2026-08-21T21:43:41.000Z,QuickNodeEP1,45790166,127
2026-08-21T21:43:41.000Z,CoinbasePub,45790166,HTTP 503
2026-08-21T21:46:29.453Z,QuickNodeEP1,45790250,127
2026-08-21T21:46:29.453Z,CoinbasePub,45790250,127
2026-08-21T21:49:31.496Z,QuickNodeEP1,45790341,127
2026-08-21T21:49:31.496Z,CoinbasePub,45790341,127
2026-08-21T21:50:32.456Z,QuickNodeEP1,45790372,127
2026-08-21T21:50:32.456Z,CoinbasePub,45790372,127
2026-08-21T21:51:32.308Z,QuickNodeEP1,45790402,127
2026-08-21T21:51:32.308Z,CoinbasePub,45790402,127
2026-08-21T21:52:32.993Z,QuickNodeEP1,45790432,127
2026-08-21T21:52:32.993Z,CoinbasePub,45790432,127
2026-08-21T21:53:32.883Z,QuickNodeEP1,45790462,HTTP 503
2026-08-21T21:53:32.883Z,CoinbasePub,45790462,HTTP 503
2026-08-21T21:54:32.952Z,QuickNodeEP1,45790492,HTTP 503
2026-08-21T21:54:32.952Z,CoinbasePub,45790492,HTTP 503
2026-08-21T21:55:32.972Z,QuickNodeEP1,45790522,HTTP 503
2026-08-21T21:55:32.972Z,CoinbasePub,45790522,HTTP 503
2026-08-21T21:56:33.017Z,QuickNodeEP1,45790552,127
2026-08-21T21:56:33.017Z,CoinbasePub,45790552,127
2026-08-21T21:57:33.012Z,QuickNodeEP1,45790582,127
2026-08-21T21:57:33.012Z,CoinbasePub,45790582,127
2026-08-21T21:58:32.566Z,QuickNodeEP1,45790612,127
2026-08-21T21:58:32.566Z,CoinbasePub,45790612,127
2026-08-21T21:59:32.396Z,QuickNodeEP1,45790642,127
2026-08-21T21:59:32.396Z,CoinbasePub,45790642,127
2026-08-21T22:00:33.148Z,QuickNodeEP1,45790672,127
2026-08-21T22:00:33.148Z,CoinbasePub,45790672,127
2026-08-21T22:01:32.918Z,QuickNodeEP1,45790702,127
2026-08-21T22:01:32.918Z,CoinbasePub,45790702,127
2026-08-21T22:02:32.541Z,QuickNodeEP1,45790732,127
2026-08-21T22:02:32.541Z,CoinbasePub,45790732,127
2026-08-21T22:03:32.452Z,QuickNodeEP1,45790762,127
2026-08-21T22:03:32.452Z,CoinbasePub,45790762,127
2026-08-21T22:04:33.040Z,QuickNodeEP1,45790792,127
2026-08-21T22:04:33.040Z,CoinbasePub,45790792,127
2026-08-21T22:05:32.507Z,QuickNodeEP1,45790822,127
2026-08-21T22:05:32.507Z,CoinbasePub,45790822,127
2026-08-21T22:06:32.557Z,QuickNodeEP1,45790852,127
2026-08-21T22:06:32.557Z,CoinbasePub,45790852,127
2026-08-21T22:07:32.541Z,QuickNodeEP1,45790881,127
2026-08-21T22:07:32.541Z,CoinbasePub,45790882,127
2026-08-21T22:08:32.521Z,QuickNodeEP1,45790912,127
2026-08-21T22:08:32.521Z,CoinbasePub,45790912,127
2026-08-21T22:09:32.469Z,QuickNodeEP1,45790942,127
2026-08-21T22:09:32.469Z,CoinbasePub,45790942,127
2026-08-21T22:10:32.589Z,QuickNodeEP1,45790972,127
2026-08-21T22:10:32.589Z,CoinbasePub,45790972,HTTP 503
2026-08-21T22:11:32.693Z,QuickNodeEP1,45791002,127
2026-08-21T22:11:32.693Z,CoinbasePub,45791002,127
2026-08-21T22:12:32.494Z,QuickNodeEP1,45791032,127
2026-08-21T22:12:32.494Z,CoinbasePub,45791032,127
2026-08-21T22:13:33.112Z,QuickNodeEP1,45791062,127
2026-08-21T22:13:33.112Z,CoinbasePub,45791062,127
2026-08-21T22:14:33.037Z,QuickNodeEP1,45791092,HTTP 503
2026-08-21T22:14:33.037Z,CoinbasePub,45791092,HTTP 503
2026-08-21T22:15:32.543Z,QuickNodeEP1,45791122,127
2026-08-21T22:15:32.543Z,CoinbasePub,45791122,HTTP 503
2026-08-21T22:16:32.582Z,QuickNodeEP1,45791152,127
2026-08-21T22:16:32.582Z,CoinbasePub,45791152,HTTP 503
2026-08-21T22:17:33.268Z,QuickNodeEP1,45791182,HTTP 503
2026-08-21T22:17:33.268Z,CoinbasePub,45791182,HTTP 503
2026-08-21T22:18:33.188Z,QuickNodeEP1,45791212,127
2026-08-21T22:18:33.188Z,CoinbasePub,45791212,127
2026-08-21T22:19:32.703Z,QuickNodeEP1,45791242,127
2026-08-21T22:19:32.703Z,CoinbasePub,45791242,127
2026-08-21T22:20:33.215Z,QuickNodeEP1,45791272,HTTP 503
2026-08-21T22:20:33.215Z,CoinbasePub,45791272,HTTP 503
2026-08-21T22:21:32.692Z,QuickNodeEP1,45791302,127
2026-08-21T22:21:32.692Z,CoinbasePub,45791302,HTTP 503
2026-08-21T22:22:32.714Z,QuickNodeEP1,45791332,127
2026-08-21T22:22:32.714Z,CoinbasePub,45791332,HTTP 503
2026-08-21T22:23:32.847Z,QuickNodeEP1,45791362,127
2026-08-21T22:23:32.847Z,CoinbasePub,45791362,HTTP 503
2026-08-21T22:24:32.763Z,QuickNodeEP1,45791392,127
2026-08-21T22:24:32.763Z,CoinbasePub,45791392,HTTP 503
2026-08-21T22:25:33.262Z,QuickNodeEP1,45791422,127
2026-08-21T22:25:33.262Z,CoinbasePub,45791422,127
2026-08-21T22:26:33.184Z,QuickNodeEP1,45791452,127
2026-08-21T22:26:33.184Z,CoinbasePub,45791452,127
2026-08-21T22:27:33.192Z,QuickNodeEP1,45791482,127
2026-08-21T22:27:33.192Z,CoinbasePub,45791482,127
2026-08-21T22:28:32.746Z,QuickNodeEP1,45791512,127
2026-08-21T22:28:32.746Z,CoinbasePub,45791512,127
2026-08-21T22:29:32.846Z,QuickNodeEP1,45791542,127
2026-08-21T22:29:32.846Z,CoinbasePub,45791542,127
2026-08-21T22:30:32.760Z,QuickNodeEP1,45791572,127
2026-08-21T22:30:32.760Z,CoinbasePub,45791572,HTTP 503
2026-08-21T22:31:32.735Z,QuickNodeEP1,45791602,127
2026-08-21T22:31:32.735Z,CoinbasePub,45791602,HTTP 503
2026-08-21T22:32:32.734Z,QuickNodeEP1,45791632,127
2026-08-21T22:32:32.734Z,CoinbasePub,45791632,HTTP 503
2026-08-21T22:33:33.299Z,QuickNodeEP1,45791662,HTTP 503
2026-08-21T22:33:33.299Z,CoinbasePub,45791662,HTTP 503
2026-08-21T22:34:32.904Z,QuickNodeEP1,45791692,127
2026-08-21T22:34:32.904Z,CoinbasePub,45791692,HTTP 503
2026-08-21T22:35:32.757Z,QuickNodeEP1,45791722,127
2026-08-21T22:35:32.757Z,CoinbasePub,45791722,127
2026-08-21T22:36:33.013Z,QuickNodeEP1,45791752,127
2026-08-21T22:36:33.013Z,CoinbasePub,45791752,127
2026-08-21T22:37:32.755Z,QuickNodeEP1,45791782,127
2026-08-21T22:37:32.755Z,CoinbasePub,45791782,127
2026-08-21T22:38:32.863Z,QuickNodeEP1,45791812,127
2026-08-21T22:38:32.863Z,CoinbasePub,45791812,127
2026-08-21T22:39:32.862Z,QuickNodeEP1,45791842,127
2026-08-21T22:39:32.862Z,CoinbasePub,45791842,127
2026-08-21T22:40:32.763Z,QuickNodeEP1,45791872,127
2026-08-21T22:40:32.763Z,CoinbasePub,45791872,HTTP 503
2026-08-21T22:41:32.759Z,QuickNodeEP1,45791901,HTTP 503
2026-08-21T22:41:32.759Z,CoinbasePub,45791901,HTTP 503
2026-08-21T22:42:33.400Z,QuickNodeEP1,45791932,HTTP 503
2026-08-21T22:42:33.400Z,CoinbasePub,45791932,HTTP 503
2026-08-21T22:43:33.317Z,QuickNodeEP1,45791962,HTTP 503
2026-08-21T22:43:33.317Z,CoinbasePub,45791962,HTTP 503
2026-08-21T22:44:33.469Z,QuickNodeEP1,45791992,HTTP 503
2026-08-21T22:44:33.469Z,CoinbasePub,45791992,HTTP 503
2026-08-21T22:45:33.431Z,QuickNodeEP1,45792022,127
2026-08-21T22:45:33.431Z,CoinbasePub,45792022,127
2026-08-21T22:46:32.861Z,QuickNodeEP1,45792052,127
2026-08-21T22:46:32.861Z,CoinbasePub,45792052,127
2026-08-21T22:47:33.439Z,QuickNodeEP1,45792082,127
2026-08-21T22:47:33.439Z,CoinbasePub,45792082,127
2026-08-21T22:48:32.912Z,QuickNodeEP1,45792112,127
2026-08-21T22:48:32.912Z,CoinbasePub,45792112,127
2026-08-21T22:49:33.034Z,QuickNodeEP1,45792142,127
2026-08-21T22:49:33.034Z,CoinbasePub,45792142,127
2026-08-21T22:50:33.584Z,QuickNodeEP1,45792172,127
2026-08-21T22:50:33.584Z,CoinbasePub,45792172,127
2026-08-21T22:51:33.322Z,QuickNodeEP1,45792202,127
2026-08-21T22:51:33.322Z,CoinbasePub,45792202,127
2026-08-21T22:52:33.030Z,QuickNodeEP1,45792232,127
2026-08-21T22:52:33.030Z,CoinbasePub,45792232,127
2026-08-21T22:53:33.531Z,QuickNodeEP1,45792262,127
2026-08-21T22:53:33.531Z,CoinbasePub,45792262,127
2026-08-21T22:54:33.272Z,QuickNodeEP1,45792292,127
2026-08-21T22:54:33.272Z,CoinbasePub,45792292,127
2026-08-21T22:55:33.011Z,QuickNodeEP1,45792322,127
2026-08-21T22:55:33.011Z,CoinbasePub,45792322,HTTP 503
2026-08-21T22:56:33.630Z,QuickNodeEP1,45792352,HTTP 503
2026-08-21T22:56:33.630Z,CoinbasePub,45792352,HTTP 503
2026-08-21T22:57:33.685Z,QuickNodeEP1,45792382,HTTP 503
2026-08-21T22:57:33.685Z,CoinbasePub,45792382,HTTP 503
2026-08-21T22:58:33.567Z,QuickNodeEP1,45792412,127
2026-08-21T22:58:33.567Z,CoinbasePub,45792412,127
2026-08-21T22:59:33.227Z,QuickNodeEP1,45792442,127
2026-08-21T22:59:33.227Z,CoinbasePub,45792442,127
2026-08-21T23:00:33.662Z,QuickNodeEP1,45792472,127
2026-08-21T23:00:33.662Z,CoinbasePub,45792472,127
2026-08-21T23:01:33.627Z,QuickNodeEP1,45792502,HTTP 503
2026-08-21T23:01:33.627Z,CoinbasePub,45792502,HTTP 503
2026-08-21T23:02:33.078Z,QuickNodeEP1,45792532,127
2026-08-21T23:02:33.078Z,CoinbasePub,45792532,HTTP 503
2026-08-21T23:03:33.093Z,QuickNodeEP1,45792562,127
2026-08-21T23:03:33.093Z,CoinbasePub,45792562,HTTP 503
2026-08-21T23:04:33.056Z,QuickNodeEP1,45792592,127
2026-08-21T23:04:33.056Z,CoinbasePub,45792592,HTTP 503
2026-08-21T23:05:33.209Z,QuickNodeEP1,45792622,127
2026-08-21T23:05:33.209Z,CoinbasePub,45792622,HTTP 503
2026-08-21T23:06:33.236Z,QuickNodeEP1,45792652,127
2026-08-21T23:06:33.236Z,CoinbasePub,45792652,127
2026-08-21T23:07:33.260Z,QuickNodeEP1,45792682,127
2026-08-21T23:07:33.260Z,CoinbasePub,45792682,127
2026-08-21T23:08:33.894Z,QuickNodeEP1,45792712,127
2026-08-21T23:08:33.894Z,CoinbasePub,45792712,127
2026-08-21T23:09:33.540Z,QuickNodeEP1,45792742,127
2026-08-21T23:09:33.540Z,CoinbasePub,45792742,127
2026-08-21T23:10:33.154Z,QuickNodeEP1,45792772,127
2026-08-21T23:10:33.154Z,CoinbasePub,45792772,HTTP 503
2026-08-21T23:11:33.216Z,QuickNodeEP1,45792802,127
2026-08-21T23:11:33.216Z,CoinbasePub,45792802,127
2026-08-21T23:12:33.817Z,QuickNodeEP1,45792832,127
2026-08-21T23:12:33.817Z,CoinbasePub,45792832,127
2026-08-21T23:13:34.031Z,QuickNodeEP1,45792862,HTTP 503
2026-08-21T23:13:34.031Z,CoinbasePub,45792863,HTTP 503
2026-08-21T23:14:33.396Z,QuickNodeEP1,45792892,127
2026-08-21T23:14:33.396Z,CoinbasePub,45792892,HTTP 503
2026-08-21T23:15:33.790Z,QuickNodeEP1,45792922,HTTP 503
2026-08-21T23:15:33.790Z,CoinbasePub,45792922,127
2026-08-21T23:16:33.724Z,QuickNodeEP1,45792952,127
2026-08-21T23:16:33.724Z,CoinbasePub,45792952,127
2026-08-21T23:17:33.799Z,QuickNodeEP1,45792982,127
2026-08-21T23:17:33.799Z,CoinbasePub,45792982,127
2026-08-21T23:18:33.512Z,QuickNodeEP1,45793012,127
2026-08-21T23:18:33.512Z,CoinbasePub,45793012,127
2026-08-21T23:19:33.302Z,QuickNodeEP1,45793042,127
2026-08-21T23:19:33.302Z,CoinbasePub,45793042,127
2026-08-21T23:20:33.420Z,QuickNodeEP1,45793072,127
2026-08-21T23:20:33.420Z,CoinbasePub,45793072,127
2026-08-21T23:21:33.431Z,QuickNodeEP1,45793102,127
2026-08-21T23:21:33.431Z,CoinbasePub,45793102,HTTP 503
2026-08-21T23:22:33.237Z,QuickNodeEP1,45793132,127
2026-08-21T23:22:33.237Z,CoinbasePub,45793132,HTTP 503
2026-08-21T23:23:33.488Z,QuickNodeEP1,45793162,127
2026-08-21T23:23:33.488Z,CoinbasePub,45793162,HTTP 503
2026-08-21T23:24:33.839Z,QuickNodeEP1,45793192,HTTP 503
2026-08-21T23:24:33.839Z,CoinbasePub,45793192,HTTP 503
2026-08-21T23:25:34.141Z,QuickNodeEP1,45793222,127
2026-08-21T23:25:34.141Z,CoinbasePub,45793223,127
2026-08-21T23:26:33.393Z,QuickNodeEP1,45793252,127
2026-08-21T23:26:33.393Z,CoinbasePub,45793252,127
2026-08-21T23:27:33.617Z,QuickNodeEP1,45793282,127
2026-08-21T23:27:33.617Z,CoinbasePub,45793282,127
2026-08-21T23:28:33.850Z,QuickNodeEP1,45793312,127
2026-08-21T23:28:33.850Z,CoinbasePub,45793312,127
2026-08-21T23:29:33.362Z,QuickNodeEP1,45793342,127
2026-08-21T23:29:33.362Z,CoinbasePub,45793342,127
2026-08-21T23:30:33.404Z,QuickNodeEP1,45793372,127
2026-08-21T23:30:33.404Z,CoinbasePub,45793372,127
2026-08-21T23:31:33.391Z,QuickNodeEP1,45793402,127
2026-08-21T23:31:33.391Z,CoinbasePub,45793402,HTTP 503
2026-08-21T23:32:33.421Z,QuickNodeEP1,45793432,127
2026-08-21T23:32:33.421Z,CoinbasePub,45793432,HTTP 503
2026-08-21T23:33:34.073Z,QuickNodeEP1,45793462,HTTP 503
2026-08-21T23:33:34.073Z,CoinbasePub,45793463,HTTP 503
2026-08-21T23:34:34.078Z,QuickNodeEP1,45793492,HTTP 503
2026-08-21T23:34:34.078Z,CoinbasePub,45793493,HTTP 503
2026-08-21T23:35:33.548Z,QuickNodeEP1,45793522,127
2026-08-21T23:35:33.548Z,CoinbasePub,45793522,127
2026-08-21T23:36:33.603Z,QuickNodeEP1,45793552,127
2026-08-21T23:36:33.603Z,CoinbasePub,45793552,127
2026-08-21T23:37:34.053Z,QuickNodeEP1,45793582,127
2026-08-21T23:37:34.053Z,CoinbasePub,45793583,127
2026-08-21T23:38:34.102Z,QuickNodeEP1,45793612,127
2026-08-21T23:38:34.102Z,CoinbasePub,45793613,127
2026-08-21T23:39:34.079Z,QuickNodeEP1,45793642,127
2026-08-21T23:39:34.079Z,CoinbasePub,45793643,127
2026-08-21T23:40:34.123Z,QuickNodeEP1,45793672,127
2026-08-21T23:40:34.123Z,CoinbasePub,45793673,127
2026-08-21T23:41:33.501Z,QuickNodeEP1,45793702,127
2026-08-21T23:41:33.501Z,CoinbasePub,45793702,HTTP 503
2026-08-21T23:42:33.515Z,QuickNodeEP1,45793732,127
2026-08-21T23:42:33.515Z,CoinbasePub,45793732,HTTP 503
2026-08-21T23:43:34.190Z,QuickNodeEP1,45793762,HTTP 503
2026-08-21T23:43:34.190Z,CoinbasePub,45793763,HTTP 503
2026-08-21T23:44:34.140Z,QuickNodeEP1,45793792,127
2026-08-21T23:44:34.140Z,CoinbasePub,45793793,127
2026-08-21T23:45:34.086Z,QuickNodeEP1,45793822,127
2026-08-21T23:45:34.086Z,CoinbasePub,45793823,127
2026-08-21T23:46:34.130Z,QuickNodeEP1,45793852,HTTP 503
2026-08-21T23:46:34.130Z,CoinbasePub,45793853,HTTP 503
2026-08-21T23:47:34.107Z,QuickNodeEP1,45793882,127
2026-08-21T23:47:34.107Z,CoinbasePub,45793883,127
2026-08-21T23:48:34.154Z,QuickNodeEP1,45793912,127
2026-08-21T23:48:34.154Z,CoinbasePub,45793913,127
2026-08-21T23:49:34.304Z,QuickNodeEP1,45793942,127
2026-08-21T23:49:34.304Z,CoinbasePub,45793943,127
2026-08-21T23:50:34.078Z,QuickNodeEP1,45793972,127
2026-08-21T23:50:34.078Z,CoinbasePub,45793973,127
2026-08-21T23:51:33.624Z,QuickNodeEP1,45794002,127
2026-08-21T23:51:33.624Z,CoinbasePub,45794002,127
2026-08-21T23:52:33.547Z,QuickNodeEP1,45794032,127
2026-08-21T23:52:33.547Z,CoinbasePub,45794032,127
2026-08-21T23:53:33.739Z,QuickNodeEP1,45794062,127
2026-08-21T23:53:33.739Z,CoinbasePub,45794062,127
2026-08-21T23:54:33.579Z,QuickNodeEP1,45794092,127
2026-08-21T23:54:33.579Z,CoinbasePub,45794092,127
2026-08-21T23:55:33.650Z,QuickNodeEP1,45794122,127
2026-08-21T23:55:33.650Z,CoinbasePub,45794122,127
2026-08-21T23:56:33.564Z,QuickNodeEP1,45794152,127
2026-08-21T23:56:33.564Z,CoinbasePub,45794152,127
2026-08-21T23:57:33.638Z,QuickNodeEP1,45794182,127
2026-08-21T23:57:33.638Z,CoinbasePub,45794182,127
2026-08-21T23:58:33.619Z,QuickNodeEP1,45794212,127
2026-08-21T23:58:33.619Z,CoinbasePub,45794212,127
2026-08-21T23:59:33.644Z,QuickNodeEP1,45794242,127
2026-08-21T23:59:33.644Z,CoinbasePub,45794242,127
2026-08-22T00:00:33.697Z,QuickNodeEP1,45794272,127
2026-08-22T00:00:33.697Z,CoinbasePub,45794272,127
2026-08-22T00:01:34.271Z,QuickNodeEP1,45794302,127
2026-08-22T00:01:34.271Z,CoinbasePub,45794303,127
2026-08-22T00:02:34.232Z,QuickNodeEP1,45794332,127
2026-08-22T00:02:34.232Z,CoinbasePub,45794333,127
2026-08-22T00:03:34.156Z,QuickNodeEP1,45794362,HTTP 503
2026-08-22T00:03:34.156Z,CoinbasePub,45794363,HTTP 503
2026-08-22T00:04:34.140Z,QuickNodeEP1,45794392,HTTP 503
2026-08-22T00:04:34.140Z,CoinbasePub,45794393,HTTP 503
2026-08-22T00:05:33.667Z,QuickNodeEP1,45794422,127
2026-08-22T00:05:33.667Z,CoinbasePub,45794422,127
2026-08-22T00:06:33.820Z,QuickNodeEP1,45794452,127
2026-08-22T00:06:33.820Z,CoinbasePub,45794452,127
2026-08-22T00:07:34.375Z,QuickNodeEP1,45794482,127
2026-08-22T00:07:34.375Z,CoinbasePub,45794483,127
2026-08-22T00:08:34.195Z,QuickNodeEP1,45794512,127
2026-08-22T00:08:34.195Z,CoinbasePub,45794513,127
2026-08-22T00:09:33.765Z,QuickNodeEP1,45794542,127
